data, sillyHash, FirstLetter, WordLen, LetterSum, Rolleft, MyHash, 
624, 0, 0, 0, 87, 46, 60, 
625, 0, 0, 0, 100, 47, 58, 
626, 0, 0, 0, 90, 63, 53, 
627, 0, 0, 0, 98, 37, 60, 
628, 0, 0, 0, 86, 53, 55, 
629, 0, 0, 0, 85, 36, 70, 
630, 0, 0, 0, 92, 54, 50, 
631, 0, 0, 0, 96, 46, 62, 
632, 0, 0, 0, 110, 58, 55, 
633, 0, 0, 0, 98, 49, 54, 
634, 0, 0, 0, 101, 41, 66, 
635, 0, 0, 0, 106, 50, 47, 
636, 0, 0, 0, 90, 46, 59, 
637, 0, 0, 0, 113, 52, 71, 
638, 0, 0, 0, 122, 61, 80, 
639, 0, 0, 0, 102, 46, 48, 
640, 0, 0, 0, 111, 51, 64, 
641, 0, 0, 0, 114, 51, 41, 
642, 0, 0, 0, 115, 52, 62, 
643, 0, 0, 0, 92, 42, 58, 
644, 0, 0, 0, 110, 59, 63, 
645, 0, 0, 0, 109, 59, 55, 
646, 0, 0, 0, 104, 51, 49, 
647, 0, 0, 0, 130, 57, 65, 
648, 0, 0, 0, 121, 56, 54, 
649, 0, 0, 0, 129, 43, 68, 
650, 0, 0, 0, 130, 54, 51, 
651, 0, 0, 0, 132, 42, 48, 
652, 0, 0, 0, 121, 56, 66, 
653, 0, 0, 0, 114, 42, 50, 
654, 0, 0, 0, 102, 56, 50, 
655, 0, 0, 0, 128, 60, 63, 
656, 0, 0, 0, 109, 48, 53, 
657, 0, 0, 0, 138, 38, 45, 
658, 0, 0, 0, 130, 49, 48, 
659, 0, 0, 0, 134, 46, 58, 
660, 0, 0, 0, 136, 55, 49, 
661, 0, 0, 0, 116, 63, 60, 
662, 0, 0, 0, 97, 52, 62, 
663, 0, 0, 0, 131, 48, 73, 
664, 0, 0, 0, 132, 51, 53, 
665, 0, 0, 0, 101, 47, 65, 
666, 0, 0, 0, 113, 56, 50, 
667, 0, 0, 0, 121, 43, 59, 
668, 0, 0, 0, 108, 53, 48, 
669, 0, 0, 0, 113, 47, 37, 
670, 0, 0, 0, 98, 54, 60, 
671, 0, 0, 0, 107, 41, 42, 
672, 0, 0, 0, 109, 53, 56, 
673, 0, 0, 0, 107, 48, 55, 
674, 0, 0, 0, 101, 65, 47, 
675, 0, 0, 0, 106, 40, 45, 
676, 0, 0, 0, 131, 59, 53, 
677, 0, 0, 0, 121, 49, 53, 
678, 0, 0, 0, 131, 49, 56, 
679, 0, 0, 0, 117, 44, 75, 
680, 0, 0, 0, 119, 52, 53, 
681, 0, 0, 0, 110, 51, 56, 
682, 0, 0, 0, 128, 56, 48, 
683, 0, 0, 0, 116, 47, 46, 
684, 0, 0, 0, 107, 50, 37, 
685, 0, 0, 0, 132, 57, 59, 
686, 0, 0, 0, 134, 56, 61, 
687, 0, 0, 0, 113, 50, 44, 
688, 0, 0, 0, 128, 56, 61, 
689, 0, 0, 0, 110, 41, 44, 
690, 0, 0, 0, 119, 40, 46, 
691, 0, 0, 0, 137, 40, 50, 
692, 0, 0, 0, 129, 58, 63, 
693, 0, 0, 0, 146, 40, 43, 
694, 0, 0, 0, 132, 45, 51, 
695, 0, 0, 0, 148, 56, 66, 
696, 0, 0, 0, 125, 40, 62, 
697, 0, 0, 0, 134, 58, 61, 
698, 0, 0, 0, 117, 48, 58, 
699, 0, 0, 0, 137, 49, 50, 
700, 0, 0, 0, 133, 54, 54, 
701, 0, 0, 0, 139, 50, 47, 
702, 0, 0, 0, 109, 62, 46, 
703, 0, 0, 0, 140, 50, 59, 
704, 0, 0, 0, 127, 59, 66, 
705, 0, 0, 0, 128, 38, 50, 
706, 0, 0, 0, 120, 40, 45, 
707, 0, 0, 0, 112, 51, 54, 
708, 0, 0, 0, 114, 54, 51, 
709, 0, 0, 0, 119, 47, 61, 
710, 0, 0, 0, 117, 44, 39, 
711, 0, 0, 0, 126, 40, 69, 
712, 0, 0, 0, 122, 45, 59, 
713, 0, 0, 0, 133, 38, 60, 
714, 0, 0, 0, 126, 51, 50, 
715, 0, 0, 0, 103, 42, 59, 
716, 0, 0, 0, 107, 45, 38, 
717, 0, 0, 0, 93, 44, 51, 
718, 0, 0, 0, 108, 44, 75, 
719, 0, 0, 0, 103, 51, 49, 
720, 0, 0, 0, 107, 39, 64, 
721, 0, 0, 0, 78, 30, 61, 
722, 0, 0, 0, 109, 44, 69, 
723, 0, 0, 0, 86, 47, 65, 
724, 0, 0, 0, 78, 55, 48, 
725, 0, 0, 0, 82, 53, 67, 
726, 0, 0, 0, 106, 50, 59, 
727, 0, 0, 0, 99, 59, 51, 
728, 0, 0, 0, 77, 49, 63, 
729, 0, 0, 0, 86, 44, 53, 
730, 0, 0, 0, 103, 49, 40, 
731, 0, 0, 0, 99, 67, 43, 
732, 0, 0, 0, 98, 62, 56, 
733, 0, 0, 0, 96, 49, 47, 
734, 0, 0, 0, 85, 65, 74, 
735, 0, 0, 0, 106, 43, 62, 
736, 0, 0, 0, 89, 62, 63, 
737, 0, 0, 0, 101, 51, 35, 
738, 0, 0, 0, 99, 50, 40, 
739, 0, 0, 0, 91, 47, 53, 
740, 0, 0, 0, 99, 53, 34, 
741, 0, 0, 0, 109, 52, 60, 
742, 0, 0, 0, 95, 45, 55, 
743, 0, 0, 0, 97, 47, 69, 
744, 0, 0, 0, 119, 57, 48, 
745, 0, 0, 0, 106, 48, 62, 
746, 0, 0, 0, 116, 54, 54, 
747, 0, 0, 0, 91, 73, 51, 
748, 0, 0, 0, 109, 51, 55, 
749, 0, 0, 0, 119, 68, 36, 
750, 0, 0, 0, 126, 52, 47, 
751, 0, 0, 0, 116, 76, 60, 
752, 0, 0, 0, 136, 62, 63, 
753, 0, 0, 0, 95, 60, 51, 
754, 0, 0, 0, 124, 73, 55, 
755, 0, 0, 0, 117, 67, 54, 
756, 0, 0, 0, 130, 52, 52, 
757, 0, 0, 0, 122, 68, 71, 
758, 0, 0, 0, 112, 42, 55, 
759, 0, 0, 0, 102, 60, 74, 
760, 0, 0, 0, 133, 45, 46, 
761, 0, 0, 0, 97, 58, 54, 
762, 0, 0, 0, 97, 42, 48, 
763, 0, 0, 0, 126, 62, 55, 
764, 0, 0, 0, 126, 61, 56, 
765, 0, 0, 0, 113, 57, 56, 
766, 0, 0, 0, 115, 59, 53, 
767, 0, 0, 0, 101, 57, 46, 
768, 0, 0, 0, 122, 52, 51, 
769, 0, 0, 0, 104, 52, 74, 
770, 0, 0, 0, 123, 47, 57, 
771, 0, 0, 0, 97, 57, 51, 
772, 0, 0, 0, 116, 45, 45, 
773, 0, 0, 0, 105, 71, 43, 
774, 0, 0, 0, 115, 46, 63, 
775, 0, 0, 0, 103, 67, 69, 
776, 0, 0, 0, 126, 56, 69, 
777, 0, 0, 0, 112, 56, 58, 
778, 0, 0, 0, 131, 56, 65, 
779, 0, 0, 0, 123, 67, 56, 
780, 0, 0, 0, 107, 42, 50, 
781, 0, 0, 0, 115, 70, 54, 
782, 0, 0, 0, 109, 53, 62, 
783, 0, 0, 0, 106, 67, 50, 
784, 0, 0, 0, 112, 46, 60, 
785, 0, 0, 0, 113, 60, 54, 
786, 0, 0, 0, 111, 53, 52, 
787, 0, 0, 0, 103, 55, 64, 
788, 0, 0, 0, 101, 58, 51, 
789, 0, 0, 0, 144, 70, 65, 
790, 0, 0, 0, 101, 36, 59, 
791, 0, 0, 0, 105, 88, 70, 
792, 0, 0, 0, 104, 53, 56, 
793, 0, 0, 0, 124, 65, 55, 
794, 0, 0, 0, 133, 57, 56, 
795, 0, 0, 0, 112, 72, 55, 
796, 0, 0, 0, 117, 54, 51, 
797, 0, 0, 0, 113, 69, 57, 
798, 0, 0, 0, 138, 46, 49, 
799, 0, 0, 0, 118, 70, 54, 
800, 0, 0, 0, 128, 44, 58, 
801, 0, 0, 0, 113, 62, 51, 
802, 0, 0, 0, 128, 49, 64, 
803, 0, 0, 0, 120, 64, 53, 
804, 0, 0, 0, 144, 46, 54, 
805, 0, 0, 0, 109, 80, 60, 
806, 0, 0, 0, 110, 58, 55, 
807, 0, 0, 0, 143, 73, 65, 
808, 0, 0, 0, 107, 38, 47, 
809, 0, 0, 0, 144, 50, 64, 
810, 0, 0, 0, 110, 50, 54, 
811, 0, 0, 0, 122, 63, 66, 
812, 0, 0, 0, 107, 55, 60, 
813, 0, 0, 0, 118, 62, 68, 
814, 0, 0, 0, 119, 40, 60, 
815, 0, 0, 0, 102, 61, 57, 
816, 0, 0, 0, 111, 60, 50, 
817, 0, 0, 0, 120, 62, 58, 
818, 0, 0, 0, 106, 47, 50, 
819, 0, 0, 0, 100, 64, 52, 
820, 0, 0, 0, 95, 43, 75, 
821, 0, 0, 0, 107, 53, 52, 
822, 0, 0, 0, 92, 41, 38, 
823, 0, 0, 0, 105, 61, 49, 
824, 0, 0, 0, 98, 53, 40, 
825, 0, 0, 0, 92, 62, 52, 
826, 0, 0, 0, 82, 52, 46, 
827, 0, 0, 0, 103, 70, 57, 
828, 0, 0, 0, 92, 52, 45, 
829, 0, 0, 0, 75, 58, 52, 
830, 0, 0, 0, 83, 38, 54, 
831, 0, 0, 0, 67, 61, 54, 
832, 0, 0, 0, 80, 48, 56, 
833, 0, 0, 0, 86, 52, 47, 
834, 0, 0, 0, 94, 40, 61, 
835, 0, 0, 0, 77, 53, 51, 
836, 0, 0, 0, 83, 52, 49, 
837, 0, 0, 0, 77, 56, 56, 
838, 0, 0, 0, 78, 55, 59, 
839, 0, 0, 0, 67, 56, 72, 
840, 0, 0, 0, 64, 35, 60, 
841, 0, 0, 0, 82, 66, 55, 
842, 0, 0, 0, 75, 45, 53, 
843, 0, 0, 0, 86, 70, 62, 
844, 0, 0, 0, 86, 53, 64, 
845, 0, 0, 0, 85, 72, 52, 
846, 0, 0, 0, 65, 40, 53, 
847, 0, 0, 0, 97, 66, 63, 
848, 0, 0, 0, 104, 44, 60, 
849, 0, 0, 0, 90, 64, 54, 
850, 0, 0, 0, 85, 43, 63, 
851, 0, 0, 0, 87, 63, 52, 
852, 0, 0, 0, 92, 48, 55, 
853, 0, 0, 0, 86, 74, 55, 
854, 0, 0, 0, 79, 49, 63, 
855, 0, 0, 0, 90, 61, 63, 
856, 0, 0, 0, 104, 53, 56, 
857, 0, 0, 0, 86, 59, 76, 
858, 0, 0, 0, 86, 48, 37, 
859, 0, 0, 0, 104, 73, 56, 
860, 0, 0, 0, 105, 43, 62, 
861, 0, 0, 0, 96, 78, 58, 
862, 0, 0, 0, 96, 42, 60, 
863, 0, 0, 0, 93, 67, 54, 
864, 0, 0, 0, 101, 54, 77, 
865, 0, 0, 0, 99, 63, 38, 
866, 0, 0, 0, 103, 48, 56, 
867, 0, 0, 0, 99, 57, 56, 
868, 0, 0, 0, 86, 59, 51, 
869, 0, 0, 0, 92, 74, 72, 
870, 0, 0, 0, 104, 50, 54, 
871, 0, 0, 0, 91, 60, 71, 
872, 0, 0, 0, 94, 54, 39, 
873, 0, 0, 0, 101, 56, 60, 
874, 0, 0, 0, 107, 54, 51, 
875, 0, 0, 0, 89, 72, 61, 
876, 0, 0, 0, 94, 58, 45, 
877, 0, 0, 0, 103, 62, 36, 
878, 0, 0, 0, 95, 59, 59, 
879, 0, 0, 0, 97, 72, 64, 
880, 0, 0, 0, 87, 46, 51, 
881, 0, 0, 0, 93, 58, 55, 
882, 0, 0, 0, 76, 47, 61, 
883, 0, 0, 0, 95, 85, 58, 
884, 0, 0, 0, 98, 50, 57, 
885, 0, 0, 0, 82, 68, 59, 
886, 0, 0, 0, 84, 45, 58, 
887, 0, 0, 0, 86, 85, 72, 
888, 0, 0, 0, 76, 54, 49, 
889, 0, 0, 0, 89, 82, 63, 
890, 0, 0, 0, 62, 48, 65, 
891, 0, 0, 0, 93, 65, 47, 
892, 0, 0, 0, 89, 55, 58, 
893, 0, 0, 0, 89, 63, 69, 
894, 0, 0, 0, 97, 40, 59, 
895, 0, 0, 0, 100, 72, 59, 
896, 0, 0, 0, 88, 53, 75, 
897, 0, 0, 0, 93, 55, 60, 
898, 0, 0, 0, 101, 49, 67, 
899, 0, 0, 0, 101, 72, 40, 
900, 0, 0, 0, 91, 53, 45, 
901, 0, 0, 0, 86, 54, 63, 
902, 0, 0, 0, 79, 60, 62, 
903, 0, 0, 0, 90, 64, 68, 
904, 0, 0, 0, 86, 41, 56, 
905, 0, 0, 0, 82, 62, 66, 
906, 0, 0, 0, 90, 45, 64, 
907, 0, 0, 0, 93, 62, 47, 
908, 0, 0, 0, 80, 46, 59, 
909, 0, 0, 0, 99, 72, 55, 
910, 0, 0, 0, 87, 59, 49, 
911, 0, 0, 0, 94, 78, 47, 
912, 0, 0, 0, 101, 51, 58, 
913, 0, 0, 0, 93, 62, 55, 
914, 0, 0, 0, 94, 52, 57, 
915, 0, 0, 0, 92, 56, 49, 
916, 0, 0, 0, 82, 58, 42, 
917, 0, 0, 0, 80, 67, 49, 
918, 0, 0, 0, 90, 48, 48, 
919, 0, 0, 0, 75, 79, 65, 
920, 0, 0, 0, 80, 54, 51, 
921, 0, 0, 0, 79, 63, 59, 
922, 0, 0, 0, 68, 57, 48, 
923, 0, 0, 0, 87, 85, 51, 
924, 0, 0, 0, 60, 53, 52, 
925, 0, 0, 0, 83, 54, 67, 
926, 0, 0, 0, 74, 47, 60, 
927, 0, 0, 0, 61, 62, 44, 
928, 0, 0, 0, 77, 49, 59, 
929, 0, 0, 0, 72, 64, 52, 
930, 0, 0, 0, 77, 62, 73, 
931, 0, 0, 0, 56, 65, 52, 
932, 0, 0, 0, 65, 52, 53, 
933, 0, 0, 0, 57, 81, 58, 
934, 0, 0, 0, 64, 54, 50, 
935, 0, 0, 0, 68, 75, 70, 
936, 0, 0, 0, 66, 59, 51, 
937, 0, 0, 0, 64, 70, 71, 
938, 0, 0, 0, 78, 61, 52, 
939, 0, 0, 0, 54, 59, 52, 
940, 0, 0, 0, 44, 53, 46, 
941, 0, 0, 0, 75, 69, 56, 
942, 0, 0, 0, 59, 43, 61, 
943, 0, 0, 0, 68, 60, 59, 
944, 0, 0, 0, 49, 51, 65, 
945, 0, 0, 0, 59, 71, 51, 
946, 0, 0, 0, 58, 46, 58, 
947, 0, 0, 0, 51, 49, 59, 
948, 0, 0, 0, 52, 50, 61, 
949, 0, 0, 0, 58, 59, 50, 
950, 0, 0, 0, 55, 40, 43, 
951, 0, 0, 0, 51, 62, 56, 
952, 0, 0, 0, 44, 54, 56, 
953, 0, 0, 0, 61, 55, 54, 
954, 0, 0, 0, 57, 44, 50, 
955, 0, 0, 0, 57, 71, 47, 
956, 0, 0, 0, 61, 52, 42, 
957, 0, 0, 0, 66, 41, 58, 
958, 0, 0, 0, 57, 52, 58, 
959, 0, 0, 0, 61, 67, 54, 
960, 0, 0, 0, 79, 70, 71, 
961, 0, 0, 0, 69, 60, 45, 
962, 0, 0, 0, 56, 43, 54, 
963, 0, 0, 0, 74, 74, 34, 
964, 0, 0, 0, 70, 52, 59, 
965, 0, 0, 0, 54, 62, 57, 
966, 0, 0, 0, 77, 47, 60, 
967, 0, 0, 0, 67, 66, 73, 
968, 0, 0, 0, 84, 55, 49, 
969, 0, 0, 0, 63, 71, 54, 
970, 0, 0, 0, 57, 54, 52, 
971, 0, 0, 0, 66, 72, 56, 
972, 0, 0, 0, 57, 60, 51, 
973, 0, 0, 0, 67, 62, 57, 
974, 0, 0, 0, 67, 51, 58, 
975, 0, 0, 0, 61, 81, 63, 
976, 0, 0, 0, 47, 54, 49, 
977, 0, 0, 0, 74, 55, 64, 
978, 0, 0, 0, 57, 63, 58, 
979, 0, 0, 0, 71, 67, 53, 
980, 0, 0, 0, 43, 52, 71, 
981, 0, 0, 0, 72, 61, 73, 
982, 0, 0, 0, 63, 41, 57, 
983, 0, 0, 0, 58, 73, 56, 
984, 0, 0, 0, 70, 39, 55, 
985, 0, 0, 0, 75, 55, 76, 
986, 0, 0, 0, 68, 56, 44, 
987, 0, 0, 0, 48, 60, 63, 
988, 0, 0, 0, 71, 43, 60, 
989, 0, 0, 0, 60, 60, 50, 
990, 0, 0, 0, 51, 60, 58, 
991, 0, 0, 0, 63, 61, 73, 
992, 0, 0, 0, 66, 53, 51, 
993, 0, 0, 0, 73, 73, 61, 
994, 0, 0, 0, 63, 42, 62, 
995, 0, 0, 0, 52, 50, 41, 
996, 0, 0, 0, 50, 55, 45, 
997, 0, 0, 0, 61, 66, 57, 
998, 0, 0, 0, 61, 35, 61, 
999, 0, 0, 0, 64, 54, 78, 
1000, 0, 0, 0, 54, 49, 52, 
1001, 0, 0, 0, 77, 54, 58, 
1002, 0, 0, 0, 59, 53, 62, 
1003, 0, 0, 0, 57, 62, 48, 
1004, 0, 0, 0, 64, 49, 54, 
1005, 0, 0, 0, 75, 60, 71, 
1006, 0, 0, 0, 62, 38, 46, 
1007, 0, 0, 0, 56, 56, 52, 
1008, 0, 0, 0, 58, 54, 68, 
1009, 0, 0, 0, 66, 62, 61, 
1010, 0, 0, 0, 56, 51, 58, 
1011, 0, 0, 0, 74, 69, 64, 
1012, 0, 0, 0, 65, 40, 43, 
1013, 0, 0, 0, 65, 58, 49, 
1014, 0, 0, 0, 70, 46, 52, 
1015, 0, 0, 0, 59, 68, 64, 
1016, 0, 0, 0, 71, 44, 57, 
1017, 0, 0, 0, 66, 47, 49, 
1018, 0, 0, 0, 71, 51, 52, 
1019, 0, 0, 0, 65, 62, 53, 
1020, 0, 0, 0, 54, 41, 56, 
1021, 0, 0, 0, 62, 61, 70, 
1022, 0, 0, 0, 55, 59, 63, 
1023, 0, 0, 0, 73, 56, 46, 
1024, 0, 0, 0, 59, 55, 51, 
1025, 0, 0, 0, 64, 58, 62, 
1026, 0, 0, 0, 55, 63, 57, 
1027, 0, 0, 0, 66, 51, 38, 
1028, 0, 0, 0, 57, 52, 57, 
1029, 0, 0, 0, 67, 51, 74, 
1030, 0, 0, 0, 62, 45, 53, 
1031, 0, 0, 0, 62, 50, 56, 
1032, 0, 0, 0, 75, 58, 53, 
1033, 0, 0, 0, 50, 64, 65, 
1034, 0, 0, 0, 45, 52, 48, 
1035, 0, 0, 0, 41, 71, 63, 
1036, 0, 0, 0, 57, 51, 61, 
1037, 0, 0, 0, 46, 66, 55, 
1038, 0, 0, 0, 43, 52, 68, 
1039, 0, 0, 0, 37, 51, 52, 
1040, 0, 0, 0, 40, 65, 52, 
1041, 0, 0, 0, 36, 60, 52, 
1042, 0, 0, 0, 49, 45, 45, 
1043, 0, 0, 0, 41, 66, 52, 
1044, 0, 0, 0, 45, 57, 50, 
1045, 0, 0, 0, 47, 68, 72, 
1046, 0, 0, 0, 38, 52, 48, 
1047, 0, 0, 0, 35, 63, 46, 
1048, 0, 0, 0, 42, 63, 48, 
1049, 0, 0, 0, 38, 50, 64, 
1050, 0, 0, 0, 35, 56, 55, 
1051, 0, 0, 0, 34, 69, 51, 
1052, 0, 0, 0, 42, 67, 53, 
1053, 0, 0, 0, 40, 72, 74, 
1054, 0, 0, 0, 29, 60, 46, 
1055, 0, 0, 0, 36, 66, 50, 
1056, 0, 0, 0, 47, 55, 73, 
1057, 0, 0, 0, 38, 63, 60, 
1058, 0, 0, 0, 35, 68, 45, 
1059, 0, 0, 0, 36, 69, 39, 
1060, 0, 0, 0, 44, 51, 74, 
1061, 0, 0, 0, 36, 59, 60, 
1062, 0, 0, 0, 50, 46, 62, 
1063, 0, 0, 0, 37, 80, 50, 
1064, 0, 0, 0, 46, 53, 59, 
1065, 0, 0, 0, 28, 65, 62, 
1066, 0, 0, 0, 35, 53, 60, 
1067, 0, 0, 0, 28, 71, 67, 
1068, 0, 0, 0, 40, 56, 49, 
1069, 0, 0, 0, 34, 64, 68, 
1070, 0, 0, 0, 31, 60, 60, 
1071, 0, 0, 0, 33, 60, 72, 
1072, 0, 0, 0, 35, 52, 62, 
1073, 0, 0, 0, 32, 57, 54, 
1074, 0, 0, 0, 49, 58, 63, 
1075, 0, 0, 0, 41, 58, 56, 
1076, 0, 0, 0, 43, 79, 52, 
1077, 0, 0, 0, 34, 58, 59, 
1078, 0, 0, 0, 31, 54, 46, 
1079, 0, 0, 0, 46, 74, 56, 
1080, 0, 0, 0, 42, 63, 60, 
1081, 0, 0, 0, 36, 53, 51, 
1082, 0, 0, 0, 42, 59, 56, 
1083, 0, 0, 0, 48, 71, 52, 
1084, 0, 0, 0, 37, 50, 66, 
1085, 0, 0, 0, 39, 62, 55, 
1086, 0, 0, 0, 42, 60, 82, 
1087, 0, 0, 0, 45, 66, 54, 
1088, 0, 0, 0, 51, 59, 68, 
1089, 0, 0, 0, 44, 69, 57, 
1090, 0, 0, 0, 34, 52, 48, 
1091, 0, 0, 0, 41, 69, 43, 
1092, 0, 0, 0, 41, 53, 66, 
1093, 0, 0, 0, 43, 65, 67, 
1094, 0, 0, 0, 46, 58, 54, 
1095, 0, 0, 0, 41, 66, 66, 
1096, 0, 0, 0, 45, 60, 60, 
1097, 0, 0, 0, 43, 62, 61, 
1098, 0, 0, 0, 47, 73, 54, 
1099, 0, 0, 0, 40, 63, 63, 
1100, 0, 0, 0, 44, 55, 42, 
1101, 0, 0, 0, 55, 68, 58, 
1102, 0, 0, 0, 48, 51, 52, 
1103, 0, 0, 0, 34, 62, 52, 
1104, 0, 0, 0, 41, 58, 73, 
1105, 0, 0, 0, 46, 76, 42, 
1106, 0, 0, 0, 31, 70, 62, 
1107, 0, 0, 0, 38, 70, 64, 
1108, 0, 0, 0, 37, 72, 46, 
1109, 0, 0, 0, 51, 61, 52, 
1110, 0, 0, 0, 42, 62, 59, 
1111, 0, 0, 0, 37, 76, 50, 
1112, 0, 0, 0, 44, 61, 54, 
1113, 0, 0, 0, 30, 53, 49, 
1114, 0, 0, 0, 40, 65, 66, 
1115, 0, 0, 0, 27, 76, 64, 
1116, 0, 0, 0, 40, 60, 58, 
1117, 0, 0, 0, 39, 64, 59, 
1118, 0, 0, 0, 46, 60, 59, 
1119, 0, 0, 0, 49, 68, 58, 
1120, 0, 0, 0, 35, 51, 62, 
1121, 0, 0, 0, 52, 61, 49, 
1122, 0, 0, 0, 36, 69, 63, 
1123, 0, 0, 0, 48, 60, 44, 
1124, 0, 0, 0, 36, 66, 57, 
1125, 0, 0, 0, 47, 51, 64, 
1126, 0, 0, 0, 47, 62, 57, 
1127, 0, 0, 0, 49, 63, 51, 
1128, 0, 0, 0, 45, 43, 66, 
1129, 0, 0, 0, 43, 54, 60, 
1130, 0, 0, 0, 36, 61, 53, 
1131, 0, 0, 0, 35, 58, 50, 
1132, 0, 0, 0, 33, 55, 51, 
1133, 0, 0, 0, 36, 75, 55, 
1134, 0, 0, 0, 28, 60, 57, 
1135, 0, 0, 0, 32, 72, 56, 
1136, 0, 0, 0, 30, 62, 56, 
1137, 0, 0, 0, 36, 48, 38, 
1138, 0, 0, 0, 32, 66, 53, 
1139, 0, 0, 0, 36, 68, 53, 
1140, 0, 0, 0, 41, 45, 51, 
1141, 0, 0, 0, 37, 61, 63, 
1142, 0, 0, 0, 33, 57, 43, 
1143, 0, 0, 0, 35, 70, 53, 
1144, 0, 0, 0, 35, 53, 59, 
1145, 0, 0, 0, 30, 54, 70, 
1146, 0, 0, 0, 34, 55, 41, 
1147, 0, 0, 0, 25, 80, 53, 
1148, 0, 0, 0, 31, 52, 48, 
1149, 0, 0, 0, 25, 74, 69, 
1150, 0, 0, 0, 25, 69, 42, 
1151, 0, 0, 0, 31, 75, 64, 
1152, 0, 0, 0, 32, 46, 57, 
1153, 0, 0, 0, 27, 59, 59, 
1154, 0, 0, 0, 33, 68, 51, 
1155, 0, 0, 0, 29, 63, 49, 
1156, 0, 0, 0, 20, 55, 54, 
1157, 0, 0, 0, 25, 63, 60, 
1158, 0, 0, 0, 25, 50, 51, 
1159, 0, 0, 0, 22, 55, 59, 
1160, 0, 0, 0, 28, 46, 64, 
1161, 0, 0, 0, 28, 64, 58, 
1162, 0, 0, 0, 18, 58, 47, 
1163, 0, 0, 0, 19, 59, 55, 
1164, 0, 0, 0, 23, 51, 54, 
1165, 0, 0, 0, 22, 56, 64, 
1166, 0, 0, 0, 21, 57, 71, 
1167, 0, 0, 0, 29, 59, 39, 
1168, 0, 0, 0, 23, 58, 52, 
1169, 0, 0, 0, 24, 63, 50, 
1170, 0, 0, 0, 26, 73, 59, 
1171, 0, 0, 0, 16, 73, 53, 
1172, 0, 0, 0, 16, 71, 51, 
1173, 0, 0, 0, 24, 62, 62, 
1174, 0, 0, 0, 18, 54, 60, 
1175, 0, 0, 0, 27, 67, 51, 
1176, 0, 0, 0, 27, 65, 50, 
1177, 0, 0, 0, 22, 62, 74, 
1178, 0, 0, 0, 23, 72, 61, 
1179, 0, 0, 0, 24, 60, 47, 
1180, 0, 0, 0, 19, 55, 71, 
1181, 0, 0, 0, 25, 54, 56, 
1182, 0, 0, 0, 20, 49, 52, 
1183, 0, 0, 0, 30, 52, 45, 
1184, 0, 0, 0, 27, 59, 68, 
1185, 0, 0, 0, 18, 60, 58, 
1186, 0, 0, 0, 21, 56, 61, 
1187, 0, 0, 0, 14, 64, 43, 
1188, 0, 0, 0, 23, 68, 61, 
1189, 0, 0, 0, 27, 66, 58, 
1190, 0, 0, 0, 20, 56, 57, 
1191, 0, 0, 0, 27, 71, 53, 
1192, 0, 0, 0, 22, 53, 61, 
1193, 0, 0, 0, 21, 71, 65, 
1194, 0, 0, 0, 23, 52, 59, 
1195, 0, 0, 0, 20, 61, 48, 
1196, 0, 0, 0, 23, 54, 57, 
1197, 0, 0, 0, 24, 51, 55, 
1198, 0, 0, 0, 24, 62, 63, 
1199, 0, 0, 0, 21, 64, 55, 
1200, 0, 0, 0, 26, 63, 58, 
1201, 0, 0, 0, 25, 46, 55, 
1202, 0, 0, 0, 31, 65, 56, 
1203, 0, 0, 0, 24, 66, 47, 
1204, 0, 0, 0, 32, 59, 56, 
1205, 0, 0, 0, 12, 68, 49, 
1206, 0, 0, 0, 28, 52, 57, 
1207, 0, 0, 0, 22, 85, 69, 
1208, 0, 0, 0, 21, 56, 50, 
1209, 0, 0, 0, 16, 58, 61, 
1210, 0, 0, 0, 20, 62, 44, 
1211, 0, 0, 0, 29, 78, 51, 
1212, 0, 0, 0, 20, 57, 47, 
1213, 0, 0, 0, 25, 69, 51, 
1214, 0, 0, 0, 22, 66, 53, 
1215, 0, 0, 0, 22, 61, 44, 
1216, 0, 0, 0, 28, 63, 74, 
1217, 0, 0, 0, 25, 49, 56, 
1218, 0, 0, 0, 23, 55, 47, 
1219, 0, 0, 0, 23, 71, 46, 
1220, 0, 0, 0, 20, 64, 55, 
1221, 0, 0, 0, 19, 53, 54, 
1222, 0, 0, 0, 33, 55, 56, 
1223, 0, 0, 0, 19, 61, 57, 
1224, 0, 0, 0, 17, 67, 48, 
1225, 0, 0, 0, 34, 58, 60, 
1226, 0, 0, 0, 14, 64, 60, 
1227, 0, 0, 0, 24, 56, 57, 
1228, 0, 0, 0, 27, 66, 63, 
1229, 0, 0, 0, 27, 64, 44, 
1230, 0, 0, 0, 30, 47, 51, 
1231, 0, 0, 0, 29, 67, 63, 
1232, 0, 0, 0, 20, 46, 70, 
1233, 0, 0, 0, 26, 46, 49, 
1234, 0, 0, 0, 26, 62, 47, 
1235, 0, 0, 0, 30, 55, 56, 
1236, 0, 0, 0, 22, 47, 50, 
1237, 0, 0, 0, 21, 55, 66, 
1238, 0, 0, 0, 30, 52, 60, 
1239, 0, 0, 0, 27, 59, 60, 
1240, 0, 0, 0, 29, 41, 54, 
1241, 0, 0, 0, 20, 53, 76, 
1242, 0, 0, 0, 22, 60, 43, 
1243, 0, 0, 0, 30, 52, 52, 
1244, 0, 0, 0, 23, 68, 58, 
1245, 0, 0, 0, 26, 65, 55, 
1246, 0, 0, 0, 19, 55, 57, 
